,Burrito / Burrito Bowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Quesadilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nachos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pho,3,7,51,64,,92%,51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Poke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shepherd's Pie,0,1,2,8,,91%,73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sushi,1,1,15,13,,93%,43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,65,114,545,639,,87%,47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Repeat Intent Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Strongly disagree,Disagree,Neither agree nor disagree,Agree,Strongly agree,,% Agree or Strongly Agree,% Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pasta,6,10,11,35,24,,74%,56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rice Bowl,7,10,20,38,37,,77%,51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Grain Bowl,4,0,12,24,18,,90%,60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Noodles,2,4,11,31,30,,88%,65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Asian / Indian Curry,5,8,14,61,76,,85%,69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Asian Curry,7,9,18,67,48,,84%,66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Katsu,17,10,35,117,96,,85%,65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Biryani,3,3,12,18,17,,83%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pizza,4,11,7,39,18,,75%,64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fried Rice,3,1,2,15,7,,81%,71%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Protein & Veg ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fajitas,0,0,2,16,7,,100%,89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lasagne,3,5,5,19,11,,75%,59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shawarma,1,2,6,12,9,,86%,57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tacos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Burrito / Burrito Bowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Quesadilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nachos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pho,6,2,17,50,50,,89%,67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Poke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shepherd's Pie,0,0,1,3,7,,100%,75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sushi,1,2,3,10,14,,81%,63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,69,77,176,555,469,,83%,63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
